CodeSite,DateDebut,DateFin,CodePostal,TypeAppareil,Download,Upload,Langue,Latitude,Longitude
PW0143,2019-10-11T16:29:21+02:00,2019-10-11T16:55:15+02:00,75001,Mobile,17263763,2894666,Français,48.8618194855,2.3476439033
PW0104,2019-10-11T16:29:47+02:00,2019-10-11T17:34:22+02:00,75017,Ordinateur,100338896,15520905,Italien,48.8883943592,2.3030897057
PW0211,2019-10-11T16:34:54+02:00,2019-10-11T16:40:58+02:00,75016,Mobile,7810268,649382,Espagnol,48.8647101823,2.2969973367
PW0094,2019-10-11T16:44:11+02:00,2019-10-11T17:03:41+02:00,75014,Mobile,142992742,12152821,Français,48.8271609094,2.336263839
PW0022-1,2019-10-11T16:46:17+02:00,2019-10-11T17:21:15+02:00,75007,Ordinateur,6735143,1345435,Français,48.8568664767,2.3200436974
PW0112,2019-10-11T16:47:03+02:00,2019-10-11T17:06:16+02:00,75001,Mobile,76132757,3810895,Français,48.8614889106,2.3441541095
PW0021,2019-10-11T16:47:48+02:00,2019-10-11T17:27:00+02:00,75005,Mobile,15010877,2403077,Français,48.846191709,2.3445808787
PW0113,2019-10-11T16:48:19+02:00,2019-10-11T18:48:59+02:00,75016,Ordinateur,46701200,3044558,Anglais,48.8618363826,2.2842707912
PW0190,2019-10-11T16:49:04+02:00,2019-10-11T16:52:56+02:00,75007,Mobile,4916750,3202503,Anglais,48.8611484589,2.325065434
PW0202,2019-10-11T16:56:09+02:00,2019-10-11T17:18:44+02:00,75016,Ordinateur,26763148,1609773,Français,48.8553935976,2.2807177166
PW0060,2019-10-11T16:56:53+02:00,2019-10-11T18:57:09+02:00,75009,Ordinateur,392868509,96517827,Français,48.8733902739,2.3404520564
PW0117,2019-10-11T16:58:42+02:00,2019-10-11T17:04:42+02:00,75015,Tablette,5724145,936830,Français,48.8497413105,2.2861367437
PW0132-2,2019-10-11T17:04:04+02:00,2019-10-11T17:59:48+02:00,75004,Mobile,78596513,7559814,Anglais,48.8561383736,2.3559375242
PW0002,2019-10-11T17:06:16+02:00,2019-10-11T19:06:19+02:00,75019,Mobile,489880808,21785772,Arabe,48.8867669709,2.3714730505
PW0111,2019-10-11T17:07:21+02:00,2019-10-11T17:19:38+02:00,75005,Mobile,29121006,3115399,Français,48.842546608,2.3618682436
PW0143,2019-10-11T17:08:33+02:00,2019-10-11T19:09:23+02:00,75001,Mobile,6682150,4809852,Russe,48.8618194855,2.3476439033
PW0024,2019-10-11T17:08:46+02:00,2019-10-11T18:41:25+02:00,75008,Ordinateur,69411653,7742620,Français,48.877751384,2.3174864787
PW0050,2019-10-11T17:09:35+02:00,2019-10-11T18:11:15+02:00,75004,Ordinateur,31126777,3433217,Français,48.853423534,2.3591792373
PW0041,2019-10-11T17:14:19+02:00,2019-10-11T18:46:48+02:00,75016,Mobile,14508193,2859054,Français,48.8567504745,2.2838367338
PW0109,2019-10-11T17:15:02+02:00,2019-10-11T19:15:30+02:00,75009,Ordinateur,73499053,8140586,Français,48.8811113359,2.3323455598
PW0104,2019-10-11T17:18:23+02:00,2019-10-11T17:23:01+02:00,75017,Mobile,319750,75354,Français,48.8883943592,2.3030897057
PW0054,2019-10-11T17:18:58+02:00,2019-10-11T17:26:40+02:00,75014,Ordinateur,20599119,1213938,Français,48.8337666097,2.3258559779
PW0015,2019-10-11T17:21:11+02:00,2019-10-11T18:03:08+02:00,75016,Mobile,1035718,403905,Anglais,48.8639407702,2.2766525219
PW0009,2019-10-11T17:32:17+02:00,2019-10-11T17:44:58+02:00,75018,Mobile,2074486,271684,Français,48.8901061541,2.3632099736
PW0196,2019-10-11T17:32:40+02:00,2019-10-11T17:47:31+02:00,75008,Mobile,49198463,2495014,Français,48.8652873059,2.317839769
PW0117,2019-10-11T17:37:37+02:00,2019-10-11T18:55:55+02:00,75015,Ordinateur,397260599,20228025,Français,48.8497413105,2.2861367437
PW0122-1,2019-10-11T17:38:52+02:00,2019-10-11T18:37:34+02:00,75004,Mobile,118576770,5555452,Français,48.856389683,2.352388267
PW0113,2019-10-11T17:42:33+02:00,2019-10-11T19:10:33+02:00,75016,Ordinateur,195474620,20425565,Français,48.8618363826,2.2842707912
PW0092,2019-10-11T17:42:42+02:00,2019-10-11T17:56:19+02:00,75018,Mobile,22612586,1001375,Français,48.8895947972,2.3630676012
PW0045,2019-10-11T17:44:17+02:00,2019-10-11T18:26:59+02:00,75020,Ordinateur,19351934,49462198,Français,48.8598387687,2.4032269985
PW0009,2019-10-11T17:48:00+02:00,2019-10-11T19:48:06+02:00,75018,Mobile,7113310,1682220,Français,48.8901061541,2.3632099736
PW0065,2019-10-11T17:51:31+02:00,2019-10-11T18:30:57+02:00,75014,Ordinateur,54417019,13883984,Français,48.832851161,2.3267672261
PW0018,2019-10-11T17:57:34+02:00,2019-10-11T18:10:07+02:00,75020,Mobile,26046395,2684887,Français,48.8650911391,2.3989977003
PW0070,2019-10-11T17:57:56+02:00,2019-10-11T18:05:21+02:00,75003,Mobile,104557,82253,Anglais,48.8562219571,2.3673918201
PW0045,2019-10-11T17:58:48+02:00,2019-10-11T19:59:18+02:00,75020,Ordinateur,24023219,2082129,Français,48.8598387687,2.4032269985
PW0118,2019-10-11T18:00:55+02:00,2019-10-11T19:03:56+02:00,75006,Ordinateur,79923654,14352239,Français,48.8481097373,2.3275943361
PW0123,2019-10-11T18:03:09+02:00,2019-10-11T18:16:26+02:00,75004,Mobile,36495089,83617889,Anglais,48.8563193139,2.3517550767
PW0137,2019-10-11T18:06:04+02:00,2019-10-11T18:53:55+02:00,75015,Ordinateur,88891749,4003487,Français,48.8417075067,2.299350322
PW0053,2019-10-11T18:07:32+02:00,2019-10-11T20:08:26+02:00,75014,Mobile,913654048,33800385,Français,48.8312312482,2.3116623321
PW0020,2019-10-11T18:09:39+02:00,2019-10-11T18:37:55+02:00,75001,Ordinateur,109407440,10712904,Français,48.862650133,2.345916105
PW0051,2019-10-11T18:14:28+02:00,2019-10-11T20:14:32+02:00,75012,Ordinateur,182656099,7392452,Français,48.8425411215,2.3974768897
PW0147,2019-10-11T18:18:17+02:00,2019-10-11T20:18:36+02:00,75010,Ordinateur,669490152,24761912,Français,48.8754298708,2.353666773
PW0052,2019-10-11T18:18:17+02:00,2019-10-11T18:19:01+02:00,75011,Mobile,5197901,215895,Français,48.860096294,2.3790349615
PW0060,2019-10-11T18:18:24+02:00,2019-10-11T18:43:30+02:00,75009,Mobile,17217355,1900952,Français,48.8733902739,2.3404520564
PW0147,2019-10-11T18:18:48+02:00,2019-10-11T19:52:49+02:00,75010,Ordinateur,128055864,22228338,Français,48.8754298708,2.353666773
PW0143,2019-10-11T18:20:50+02:00,2019-10-11T18:21:55+02:00,75001,Ordinateur,8152077,363086,Français,48.8618194855,2.3476439033
PW0163,2019-10-11T18:24:29+02:00,2019-10-11T19:02:15+02:00,75004,Mobile,35422023,12995215,Anglais,48.8556307839,2.3656584031
PW0092,2019-10-11T18:26:57+02:00,2019-10-11T18:31:11+02:00,75018,Mobile,24759801,1859185,Français,48.8895947972,2.3630676012
PW0181,2019-10-11T18:27:41+02:00,2019-10-11T18:37:30+02:00,75004,Mobile,3301762,1957310,Russe,48.8566875709,2.3489230003
PW0114,2019-10-11T18:28:42+02:00,2019-10-11T20:06:18+02:00,75013,Mobile,320149340,19184542,Anglais,48.830786809,2.3567544767
PW0143,2019-10-11T18:32:34+02:00,2019-10-11T19:16:28+02:00,75001,Mobile,28770996,3481764,Français,48.8618194855,2.3476439033
PW0017,2019-10-11T18:34:28+02:00,2019-10-11T19:01:58+02:00,75019,Mobile,97655665,5115876,Français,48.8827945783,2.3819179741
PW0052,2019-10-11T18:43:38+02:00,2019-10-11T18:44:04+02:00,75011,Mobile,485222,56968,Français,48.860096294,2.3790349615
PW0119,2019-10-11T18:36:48+02:00,2019-10-11T18:51:31+02:00,75004,Mobile,38236329,90175434,Italien,48.8572732825,2.3512776121
PW0008,2019-10-11T18:40:45+02:00,2019-10-11T19:30:46+02:00,75019,Mobile,42387338,4342338,Français,48.8793648409,2.3976375837
PW0045,2019-10-11T18:42:25+02:00,2019-10-11T18:57:24+02:00,75020,Ordinateur,6464225,653759,Français,48.8598387687,2.4032269985
PW0115,2019-10-11T18:44:57+02:00,2019-10-11T18:48:26+02:00,75005,Mobile,13979371,713782,Français,48.8393069888,2.3387816735
PW0170,2019-10-11T18:48:41+02:00,2019-10-11T19:19:54+02:00,75018,Mobile,104613816,5319370,Anglais,48.8864505694,2.3654757972
PW0009,2019-10-11T18:56:46+02:00,2019-10-11T19:10:39+02:00,75018,Mobile,39416744,1616270,Anglais,48.8901061541,2.3632099736
PW0143,2019-10-11T18:57:12+02:00,2019-10-11T20:36:53+02:00,75001,Ordinateur,43155549,293292158,Français,48.8618194855,2.3476439033
PW0165,2019-10-11T19:00:37+02:00,2019-10-11T19:05:08+02:00,75007,Mobile,3421620,1010752,Russe,48.8569794103,2.2933390635
PW0019,2019-10-11T19:02:11+02:00,2019-10-11T19:50:49+02:00,75003,Mobile,45469261,4077364,Français,48.8639920263,2.3615319616
PW0016,2019-10-11T19:03:06+02:00,2019-10-11T19:05:05+02:00,75017,Mobile,6568543,679589,Français,48.8844937686,2.3218343603
PW0006,2019-10-11T19:07:02+02:00,2019-10-11T20:44:36+02:00,75018,Ordinateur,326385195,25541769,Français,48.8844631298,2.3541416014
PW0062,2019-10-11T19:08:50+02:00,2019-10-11T20:56:32+02:00,75013,Mobile,161392448,59237764,Anglais,48.827750994,2.3595956139
PW0176,2019-10-11T19:16:04+02:00,2019-10-11T19:41:37+02:00,75009,Mobile,36038316,3403831,Anglais,48.8765956695,2.3317982752
PW0104,2019-10-11T19:16:23+02:00,2019-10-11T20:45:33+02:00,75017,Mobile,102391361,6909680,Français,48.8883943592,2.3030897057
PW0002,2019-10-11T19:18:37+02:00,2019-10-11T19:54:16+02:00,75019,Mobile,38331401,3759696,Français,48.8867669709,2.3714730505
PW0051,2019-10-11T19:18:46+02:00,2019-10-11T20:37:08+02:00,75012,Ordinateur,70598983,7043488,Français,48.8425411215,2.3974768897
PW0144,2019-10-11T19:20:05+02:00,2019-10-11T19:54:22+02:00,75020,Mobile,12076927,3759616,Français,48.8492339972,2.4120981583
PW0189,2019-10-11T19:23:10+02:00,2019-10-11T19:38:05+02:00,75007,Mobile,21398898,2341967,Russe,48.8629641751,2.3045246819
PW0147,2019-10-11T19:23:26+02:00,2019-10-11T20:17:22+02:00,75010,Mobile,106510751,8964441,Anglais,48.8754298708,2.353666773
PW0175,2019-10-11T19:24:54+02:00,2019-10-11T19:57:57+02:00,75016,Mobile,28211033,5090546,Anglais,48.8609372147,2.2893499444
PW0045,2019-10-11T19:25:11+02:00,2019-10-11T20:27:42+02:00,75020,Ordinateur,84318623,6140511,Anglais,48.8598387687,2.4032269985
PW0062,2019-10-11T19:29:15+02:00,2019-10-11T20:15:10+02:00,75013,Mobile,177309882,9647924,Arabe,48.827750994,2.3595956139
PW0149,2019-10-11T19:33:37+02:00,2019-10-11T19:35:03+02:00,75001,Mobile,3645153,607997,Anglais,48.8593733254,2.3358223561
PW0147,2019-10-11T19:34:19+02:00,2019-10-11T19:54:57+02:00,75010,Mobile,9619706,818327,Français,48.8754298708,2.353666773
PW0143,2019-10-11T19:39:33+02:00,2019-10-11T19:47:56+02:00,75001,Mobile,21653415,1579207,Français,48.8618194855,2.3476439033
PW0111,2019-10-11T19:46:19+02:00,2019-10-11T20:04:47+02:00,75005,Mobile,40802244,7367841,Français,48.842546608,2.3618682436
PW0121,2019-10-11T20:01:24+02:00,2019-10-11T20:20:38+02:00,75004,Mobile,1650833,979672,Français,48.8582613252,2.3583923572
PW0146,2019-10-11T20:01:57+02:00,2019-10-11T20:03:41+02:00,75006,Mobile,13458354,571849,Français,48.8512426095,2.330443623
PW0031,2019-09-21T13:13:00+02:00,2019-09-21T14:04:00+02:00,75015,Mobile,200377177,8890668,Français,48.8318321726,2.2957560958
PW0021,2019-09-21T13:14:00+02:00,2019-09-21T13:18:00+02:00,75005,Mobile,5221717,765755,Anglais,48.846191709,2.3445808787
PW0006,2019-09-21T13:36:00+02:00,2019-09-21T15:37:00+02:00,75018,Ordinateur,25754191,1725036,Français,48.8844631298,2.3541416014
PW0111,2019-09-21T13:44:00+02:00,2019-09-21T14:31:00+02:00,75005,Mobile,9284545,1949150,Français,48.842546608,2.3618682436
PW0021,2019-09-21T13:47:00+02:00,2019-09-21T13:50:00+02:00,75005,Mobile,3908580,441835,Français,48.846191709,2.3445808787
PW0113,2019-09-21T13:49:00+02:00,2019-09-21T14:45:00+02:00,75016,Ordinateur,211183579,22334044,Français,48.8618363826,2.2842707912
PW0113,2019-09-21T13:55:00+02:00,2019-09-21T14:01:00+02:00,75016,Tablette,13029671,1038992,Français,48.8618363826,2.2842707912
PW0055,2019-09-21T14:02:00+02:00,2019-09-21T14:04:00+02:00,75020,Mobile,1545379,350756,Français,48.8523121522,2.4105606442
PW0122-5,2019-09-21T14:05:00+02:00,2019-09-21T14:08:00+02:00,75004,Mobile,2131355,293452,Français,48.8568665354,2.3531718233
PW0165-1,2019-09-21T14:05:00+02:00,2019-09-21T14:30:00+02:00,75007,Mobile,27071375,8555648,Espagnol,48.8546101225,2.3001906307
PW0119,2019-09-21T14:15:00+02:00,2019-09-21T15:45:00+02:00,75004,Mobile,267871142,16436414,Français,48.8572732825,2.3512776121
PW0051,2019-09-21T14:18:00+02:00,2019-09-21T15:16:00+02:00,75012,Ordinateur,6174919,1320849,Français,48.8425411215,2.3974768897
PW0155,2019-09-21T14:19:00+02:00,2019-09-21T14:35:00+02:00,75005,Mobile,27013271,2692398,Français,48.8383992161,2.3537775367
PW0165,2019-09-21T14:23:00+02:00,2019-09-21T14:31:00+02:00,75007,Mobile,882685,204423,Anglais,48.8569794103,2.2933390635
PW0165,2019-09-21T14:25:00+02:00,2019-09-21T14:31:00+02:00,75007,Mobile,1470003,218740,Anglais,48.8569794103,2.2933390635
PW0163,2019-09-21T14:28:00+02:00,2019-09-21T14:46:00+02:00,75004,Mobile,18560911,2617588,Anglais,48.8556307839,2.3656584031
PW0190,2019-09-21T14:40:00+02:00,2019-09-21T14:57:00+02:00,75007,Mobile,10402704,1970348,Russe,48.8611484589,2.325065434
PW0053,2019-09-21T14:43:00+02:00,2019-09-21T16:18:00+02:00,75014,Ordinateur,8779647,902961,Espagnol,48.8312312482,2.3116623321
PW0015,2019-09-21T14:46:00+02:00,2019-09-21T15:25:00+02:00,75016,Mobile,9030656,1445470,Français,48.8639407702,2.2766525219
PW0118,2019-09-21T14:51:00+02:00,2019-09-21T15:48:00+02:00,75006,Mobile,21295218,1113567,Allemand,48.8481097373,2.3275943361
PW0044,2019-09-21T14:51:00+02:00,2019-09-21T16:52:00+02:00,75003,Mobile,35789614,2411940,Français,48.8637689236,2.3598462566
PW0118,2019-09-21T14:54:00+02:00,2019-09-21T14:57:00+02:00,75006,Mobile,5213163,339498,Anglais,48.8481097373,2.3275943361
PW0165,2019-09-21T14:55:00+02:00,2019-09-21T15:00:00+02:00,75007,Mobile,7064894,1247170,Français,48.8569794103,2.2933390635
PW0052,2019-09-21T14:55:00+02:00,2019-09-21T16:56:00+02:00,75011,Ordinateur,190106597,36823060,Anglais,48.860096294,2.3790349615
PW0100,2019-09-21T14:57:00+02:00,2019-09-21T15:01:00+02:00,75017,Mobile,797316,4520834,Français,48.8946479903,2.3188172423
PW0165,2019-09-21T14:57:00+02:00,2019-09-21T16:28:00+02:00,75007,Mobile,15591723,4192411,Français,48.8569794103,2.2933390635
PW0045,2019-09-21T14:59:00+02:00,2019-09-21T15:42:00+02:00,75020,Mobile,127456141,7204053,Français,48.8598387687,2.4032269985
PW0167,2019-09-21T15:05:00+02:00,2019-09-21T15:06:00+02:00,75019,Mobile,324183,382477,Français,48.8852754048,2.3763541911
PW0134,2019-09-21T15:06:00+02:00,2019-09-21T15:06:00+02:00,75002,Mobile,551636,65389,Français,48.8665075801,2.3404344915
PW0062,2019-09-21T15:09:00+02:00,2019-09-21T15:13:00+02:00,75013,Mobile,3003394,446391,Japonais,48.827750994,2.3595956139
PW0163,2019-09-21T15:11:00+02:00,2019-09-21T15:28:00+02:00,75004,Mobile,33787094,11785338,Anglais,48.8556307839,2.3656584031
PW0170,2019-09-21T15:13:00+02:00,2019-09-21T15:22:00+02:00,75018,Mobile,411316,111257,Français,48.8864505694,2.3654757972
PW0200,2019-09-21T15:18:00+02:00,2019-09-21T15:24:00+02:00,75012,Mobile,420447,91029,Allemand,48.8401255449,2.4398352472
PW0149,2019-09-21T15:19:00+02:00,2019-09-21T15:24:00+02:00,75001,Mobile,903239,163836,Anglais,48.8593733254,2.3358223561
PW0147,2019-09-21T15:20:00+02:00,2019-09-21T17:21:00+02:00,75010,Ordinateur,26713059,3992825,Français,48.8754298708,2.353666773
PW0189,2019-09-21T15:24:00+02:00,2019-09-21T15:25:00+02:00,75007,Mobile,3593122,379372,Anglais,48.8629641751,2.3045246819
PW0146,2019-09-21T15:26:00+02:00,2019-09-21T16:07:00+02:00,75006,Mobile,28665095,43062504,Français,48.8512426095,2.330443623
PW0117,2019-09-21T15:26:00+02:00,2019-09-21T15:50:00+02:00,75015,Mobile,16679120,711342,Français,48.8497413105,2.2861367437
PW0001,2019-09-21T15:27:00+02:00,2019-09-21T17:27:00+02:00,75019,Mobile,101625391,12353093,Français,48.8927610937,2.3791228395
PW0104,2019-09-21T15:39:00+02:00,2019-09-21T16:16:00+02:00,75017,Mobile,8241731,816640,Anglais,48.8883943592,2.3030897057
PW0177,2019-09-21T15:41:00+02:00,2019-09-21T15:46:00+02:00,75011,Mobile,70075,25475,Français,48.8570974891,2.3704796611
PW0123,2019-09-21T15:44:00+02:00,2019-09-21T16:02:00+02:00,75004,Mobile,4541799,44245292,Anglais,48.8563193139,2.3517550767
PW0189,2019-09-21T15:47:00+02:00,2019-09-21T15:47:00+02:00,75007,Mobile,489296,72624,Anglais,48.8629641751,2.3045246819
PW0175,2019-09-21T15:53:00+02:00,2019-09-21T15:56:00+02:00,75016,Mobile,6691462,765796,Anglais,48.8609372147,2.2893499444
PW0168,2019-09-21T15:53:00+02:00,2019-09-21T15:54:00+02:00,75020,Mobile,5757751,256703,Français,48.8716051488,2.3849247505
PW0065,2019-09-21T15:54:00+02:00,2019-09-21T17:54:00+02:00,75014,Mobile,447530351,23578616,Français,48.832851161,2.3267672261
PW0153,2019-09-21T15:57:00+02:00,2019-09-21T17:37:00+02:00,75004,Mobile,166664256,15118830,Russe,48.8580407243,2.3492201015
PW0117,2019-09-21T15:59:00+02:00,2019-09-21T18:00:00+02:00,75015,Mobile,23923876,5760749,Français,48.8497413105,2.2861367437
PW0165-1,2019-09-21T16:02:00+02:00,2019-09-21T16:10:00+02:00,75007,Mobile,19238889,4013594,Anglais,48.8546101225,2.3001906307
PW0122-1,2019-09-21T16:03:00+02:00,2019-09-21T16:17:00+02:00,75004,Mobile,6964478,1237813,Espagnol,48.856389683,2.352388267
PW0132-2,2019-09-21T16:06:00+02:00,2019-09-21T16:48:00+02:00,75004,Mobile,91243477,7154327,Anglais,48.8561383736,2.3559375242
PW0147,2019-09-21T16:11:00+02:00,2019-09-21T17:02:00+02:00,75010,Mobile,19991953,4470544,Français,48.8754298708,2.353666773
PW0163,2019-09-21T16:15:00+02:00,2019-09-21T16:28:00+02:00,75004,Mobile,2860526,1568390,Espagnol,48.8556307839,2.3656584031
PW0006,2019-09-21T16:15:00+02:00,2019-09-21T18:16:00+02:00,75018,Mobile,35029638,4185061,Anglais,48.8844631298,2.3541416014
PW0184,2019-09-21T16:19:00+02:00,2019-09-21T16:45:00+02:00,75009,Mobile,35836396,3606885,Anglais,48.88231743,2.34452052
PW0120,2019-09-21T16:19:00+02:00,2019-09-21T16:27:00+02:00,75012,Ordinateur,28420467,1168579,Français,48.8524066125,2.3716454351
PW0165,2019-09-21T16:20:00+02:00,2019-09-21T16:22:00+02:00,75007,Mobile,7457367,352068,Anglais,48.8569794103,2.2933390635
PW0165,2019-09-21T16:25:00+02:00,2019-09-21T16:30:00+02:00,75007,Mobile,12298034,13848295,Français,48.8569794103,2.2933390635
PW0045,2019-09-21T16:26:00+02:00,2019-09-21T16:27:00+02:00,75020,Mobile,810861,104009,Français,48.8598387687,2.4032269985
PW0006,2019-09-21T16:26:00+02:00,2019-09-21T18:27:00+02:00,75018,Mobile,254144752,17409539,Français,48.8844631298,2.3541416014
PW0060,2019-09-21T16:31:00+02:00,2019-09-21T17:58:00+02:00,75009,Ordinateur,206199437,11831164,Français,48.8733902739,2.3404520564
PW0153,2019-09-21T16:35:00+02:00,2019-09-21T17:17:00+02:00,75004,Mobile,7673394,578927,Russe,48.8580407243,2.3492201015
PW0045,2019-09-21T16:42:00+02:00,2019-09-21T17:21:00+02:00,75020,Mobile,2888032,494262,Français,48.8598387687,2.4032269985
PW0045,2019-09-21T16:42:00+02:00,2019-09-21T17:13:00+02:00,75020,Ordinateur,43149526,2385001,Français,48.8598387687,2.4032269985
PW0202,2019-09-21T16:43:00+02:00,2019-09-21T16:56:00+02:00,75016,Tablette,19358432,1108606,Français,48.8553935976,2.2807177166
PW0111,2019-09-21T16:46:00+02:00,2019-09-21T18:47:00+02:00,75005,Mobile,23310468,5821099,Anglais,48.842546608,2.3618682436
PW0143,2019-09-21T16:49:00+02:00,2019-09-21T17:57:00+02:00,75001,Mobile,51666007,5916330,Russe,48.8618194855,2.3476439033
PW0051,2019-09-21T16:50:00+02:00,2019-09-21T18:51:00+02:00,75012,Ordinateur,345677754,11177482,Français,48.8425411215,2.3974768897
PW0147,2019-09-21T16:51:00+02:00,2019-09-21T17:19:00+02:00,75010,Mobile,10147789,3230586,Français,48.8754298708,2.353666773
PW0002,2019-09-21T16:56:00+02:00,2019-09-21T17:03:00+02:00,75019,Mobile,2821103,916462,Français,48.8867669709,2.3714730505
PW0006,2019-09-21T16:56:00+02:00,2019-09-21T17:10:00+02:00,75018,Mobile,18741169,850805,Français,48.8844631298,2.3541416014
PW0119,2019-09-21T17:05:00+02:00,2019-09-21T17:14:00+02:00,75004,Mobile,17136268,1636353,Russe,48.8572732825,2.3512776121
PW0104,2019-09-21T17:10:00+02:00,2019-09-21T17:24:00+02:00,75017,Ordinateur,19852471,9073911,Français,48.8883943592,2.3030897057
PW0002,2019-09-21T17:11:00+02:00,2019-09-21T18:20:00+02:00,75019,Mobile,62727510,18612940,Français,48.8867669709,2.3714730505
PW0147,2019-09-21T17:11:00+02:00,2019-09-21T19:12:00+02:00,75010,Ordinateur,571227296,15445969,Français,48.8754298708,2.353666773
PW0040,2019-09-21T17:13:00+02:00,2019-09-21T17:17:00+02:00,75014,Mobile,2239690,248450,Français,48.83559168,2.3258213932
PW0112,2019-09-21T17:14:00+02:00,2019-09-21T18:54:00+02:00,75001,Mobile,61234758,4212383,Français,48.8614889106,2.3441541095
PW0147,2019-09-21T17:21:00+02:00,2019-09-21T17:26:00+02:00,75010,Mobile,25222811,1484440,Français,48.8754298708,2.353666773
PW0045,2019-09-21T17:21:00+02:00,2019-09-21T17:55:00+02:00,75020,Ordinateur,57043240,2683588,Français,48.8598387687,2.4032269985
PW0045,2019-09-21T17:24:00+02:00,2019-09-21T17:54:00+02:00,75020,Mobile,29277686,2376009,Français,48.8598387687,2.4032269985
PW0045,2019-09-21T17:24:00+02:00,2019-09-21T17:50:00+02:00,75020,Ordinateur,11099358,9347116,Français,48.8598387687,2.4032269985
PW0009,2019-09-21T17:25:00+02:00,2019-09-21T18:07:00+02:00,75018,Mobile,122369722,6218911,Anglais,48.8901061541,2.3632099736
PW0115,2019-09-21T17:27:00+02:00,2019-09-21T17:36:00+02:00,75005,Ordinateur,24027009,1138080,Allemand,48.8393069888,2.3387816735
PW0051,2019-09-21T17:28:00+02:00,2019-09-21T17:58:00+02:00,75012,Ordinateur,46067456,2634687,Anglais,48.8425411215,2.3974768897
PW0147,2019-09-21T17:31:00+02:00,2019-09-21T19:25:00+02:00,75010,Ordinateur,165447709,5326817,Français,48.8754298708,2.353666773
PW0147,2019-09-21T17:32:00+02:00,2019-09-21T17:47:00+02:00,75010,Mobile,22963291,938758,Français,48.8754298708,2.353666773
PW0170,2019-09-21T17:33:00+02:00,2019-09-21T17:50:00+02:00,75018,Mobile,14950843,897649,Anglais,48.8864505694,2.3654757972
PW0147,2019-09-21T17:33:00+02:00,2019-09-21T18:47:00+02:00,75010,Ordinateur,129945487,11663059,Français,48.8754298708,2.353666773
PW0006,2019-09-21T17:35:00+02:00,2019-09-21T19:36:00+02:00,75018,Ordinateur,276267665,8159636,Français,48.8844631298,2.3541416014
PW0110,2019-09-21T17:37:00+02:00,2019-09-21T17:54:00+02:00,75001,Mobile,32291661,26171357,Italien,48.8614694222,2.346303724
PW0020,2019-09-21T17:38:00+02:00,2019-09-21T19:38:00+02:00,75001,Mobile,288597768,18732605,Anglais,48.862650133,2.345916105
PW0143,2019-09-21T17:40:00+02:00,2019-09-21T17:49:00+02:00,75001,Mobile,13338035,2243522,Français,48.8618194855,2.3476439033
PW0123,2019-09-21T17:44:00+02:00,2019-09-21T17:45:00+02:00,75004,Mobile,512307,234129,Russe,48.8563193139,2.3517550767
PW0176,2019-09-21T17:45:00+02:00,2019-09-21T19:18:00+02:00,75009,Mobile,527853786,23049243,Anglais,48.8765956695,2.3317982752
PW0040,2019-09-21T17:50:00+02:00,2019-09-21T17:51:00+02:00,75014,Mobile,1294946,162217,Français,48.83559168,2.3258213932
PW0165,2019-09-21T17:56:00+02:00,2019-09-21T18:00:00+02:00,75007,Mobile,2847486,5968003,Anglais,48.8569794103,2.2933390635
PW0118,2019-09-21T17:57:00+02:00,2019-09-21T18:34:00+02:00,75006,Ordinateur,17385970,2133940,Français,48.8481097373,2.3275943361
PW0170,2019-09-21T17:57:00+02:00,2019-09-21T18:01:00+02:00,75018,Mobile,7380349,1215153,Arabe,48.8864505694,2.3654757972
PW0062,2019-09-21T18:06:00+02:00,2019-09-21T18:10:00+02:00,75013,Mobile,21972566,1209624,Français,48.827750994,2.3595956139
PW0164,2019-09-21T18:08:00+02:00,2019-09-21T18:33:00+02:00,75010,Mobile,33442637,2643594,Français,48.8744988283,2.3619049385
PW0201,2019-09-21T18:11:00+02:00,2019-09-21T18:15:00+02:00,75014,Mobile,4620871,12589649,Anglais,48.8339906348,2.33201446
PW0153,2019-09-21T18:18:00+02:00,2019-09-21T18:24:00+02:00,75004,Mobile,3489543,4979022,Anglais,48.8580407243,2.3492201015
PW0060,2019-09-21T18:19:00+02:00,2019-09-21T19:48:00+02:00,75009,Ordinateur,135203934,4494158,Français,48.8733902739,2.3404520564
PW0117,2019-09-21T18:19:00+02:00,2019-09-21T19:55:00+02:00,75015,Ordinateur,150041853,8922841,Français,48.8497413105,2.2861367437
PW0147,2019-09-21T18:20:00+02:00,2019-09-21T18:42:00+02:00,75010,Ordinateur,89607868,143312510,Allemand,48.8754298708,2.353666773
PW0109,2019-09-21T18:21:00+02:00,2019-09-21T18:22:00+02:00,75009,Ordinateur,699537,281085,Français,48.8811113359,2.3323455598
PW0170,2019-09-21T18:21:00+02:00,2019-09-21T18:38:00+02:00,75018,Mobile,35252782,3617944,Français,48.8864505694,2.3654757972
PW0054,2019-09-21T18:21:00+02:00,2019-09-21T19:36:00+02:00,75014,Ordinateur,59288938,1801140,Français,48.8337666097,2.3258559779
PW0009,2019-09-21T18:22:00+02:00,2019-09-21T18:26:00+02:00,75013,Mobile,5244181,531868,Anglais,48.8901061541,2.3632099736
PW0030,2019-09-21T18:27:00+02:00,2019-09-21T18:39:00+02:00,75012,Mobile,49483406,2644833,Français,48.8404878126,2.3925067765
