CodeSite,DateDebut,DateFin,TempSession,TypeAppareil,Download,Upload,Langue,GeoPoint
PW0002,2019-10-02T17:14:13+02:00,2019-10-02T19:15:01+02:00,7248,Ordinateur,148570433,29177922,Anglais,48.8867669709,2.3714730505
PW0113,2019-10-02T17:14:22+02:00,2019-10-02T17:21:38+02:00,436,Mobile,17458915,806474,Anglais,48.8618363826,2.2842707912
PW0082,2019-10-02T17:16:01+02:00,2019-10-02T17:37:43+02:00,1302,Mobile,5990741,1139492,Français,48.8665683485,2.3455065053
PW0142,2019-10-02T17:19:52+02:00,2019-10-02T18:24:06+02:00,3854,Mobile,397402661,22840580,Français,48.8779672649,2.3450215123
PW0070,2019-10-02T17:23:07+02:00,2019-10-02T18:24:26+02:00,3679,Ordinateur,309535914,28384949,Français,48.8562219571,2.3673918201
PW0022-1,2019-10-02T17:31:57+02:00,2019-10-02T19:08:26+02:00,5789,Ordinateur,100507729,5936295,Français,48.8568664767,2.3200436974
PW0147,2019-10-02T17:34:39+02:00,2019-10-02T19:35:26+02:00,7247,Mobile,71168928,6288071,Français,48.8754298708,2.353666773
PW0002,2019-10-02T17:34:56+02:00,2019-10-02T18:55:56+02:00,4860,Ordinateur,109958941,12290346,Français,48.8867669709,2.3714730505
PW0104,2019-10-02T17:37:22+02:00,2019-10-02T18:49:59+02:00,4357,Tablette,12699149,2340766,Français,48.8883943592,2.3030897057
PW0144,2019-10-02T17:40:35+02:00,2019-10-02T18:37:07+02:00,3392,Mobile,192717683,12289663,Français,48.8492339972,2.4120981583
PW0163,2019-10-02T17:45:20+02:00,2019-10-02T17:50:26+02:00,306,Mobile,3273068,20462105,Anglais,48.8556307839,2.3656584031
PW0046,2019-10-02T17:46:28+02:00,2019-10-02T19:34:18+02:00,6470,Ordinateur,154731454,18422588,Français,48.836806921,2.3034808022
PW0113,2019-10-02T17:49:29+02:00,2019-10-02T19:11:55+02:00,4946,Ordinateur,48528150,7105704,Français,48.8618363826,2.2842707912
PW0136,2019-10-02T17:52:09+02:00,2019-10-02T19:00:08+02:00,4079,Ordinateur,13715567,1577518,Anglais,48.8519010105,2.3449482189
PW0045,2019-10-02T17:52:12+02:00,2019-10-02T19:31:53+02:00,5981,Ordinateur,156486916,5779068,Français,48.8598387687,2.4032269985
PW0044,2019-10-02T17:57:33+02:00,2019-10-02T18:04:01+02:00,388,Mobile,1075463,263492,Français,48.8637689236,2.3598462566
PW0112,2019-10-02T17:58:59+02:00,2019-10-02T19:59:53+02:00,7254,Ordinateur,474186630,41393184,Français,48.8614889106,2.3441541095
PW0062,2019-10-02T18:03:04+02:00,2019-10-02T18:12:17+02:00,553,Mobile,18977599,3359044,Italien,48.827750994,2.3595956139
PW0147,2019-10-02T18:04:34+02:00,2019-10-02T19:09:37+02:00,3903,Tablette,20819913,870258,Anglais,48.8754298708,2.353666773
PW0116,2019-10-02T18:07:29+02:00,2019-10-02T18:43:25+02:00,2156,Ordinateur,277658394,15190325,Anglais,48.8772054342,2.3707969197
PW0168,2019-10-02T18:11:29+02:00,2019-10-02T19:01:25+02:00,2996,Mobile,212161121,6997314,Français,48.8716051488,2.3849247505
PW0143,2019-10-02T18:16:18+02:00,2019-10-02T18:51:46+02:00,2128,Ordinateur,31689347,2589749,Français,48.8618194855,2.3476439033
PW0147,2019-10-02T18:21:19+02:00,2019-10-02T19:14:41+02:00,3202,Mobile,317313639,19380697,Français,48.8754298708,2.353666773
PW0143,2019-10-02T18:25:33+02:00,2019-10-02T20:26:17+02:00,7244,Mobile,378173088,20539582,Français,48.8618194855,2.3476439033
PW0052,2019-10-02T18:26:18+02:00,2019-10-02T18:34:15+02:00,477,Ordinateur,6677702,820361,Français,48.860096294,2.3790349615
PW0131,2019-10-02T18:27:51+02:00,2019-10-02T18:56:11+02:00,1700,Mobile,7805781,692865,Français,48.8725916024,2.3404806022
PW0111,2019-10-02T18:29:38+02:00,2019-10-02T20:30:20+02:00,7242,Ordinateur,190297227,943224995,Français,48.842546608,2.3618682436
PW0053,2019-10-02T18:34:05+02:00,2019-10-02T20:09:49+02:00,5744,Ordinateur,91446485,13382437,Français,48.8312312482,2.3116623321
PW0125,2019-10-02T18:34:35+02:00,2019-10-02T18:50:55+02:00,980,Ordinateur,36368827,4179915,Français,48.8273180542,2.341993717
PW0147,2019-10-02T18:37:26+02:00,2019-10-02T19:27:34+02:00,3008,Mobile,3754827,793566,Italien,48.8754298708,2.353666773
PW0045,2019-10-02T18:39:04+02:00,2019-10-02T20:14:09+02:00,5705,Ordinateur,119546206,11854423,Français,48.8598387687,2.4032269985
PW0175,2019-10-02T18:41:08+02:00,2019-10-02T19:13:04+02:00,1916,Mobile,39882754,5094576,Français,48.8609372147,2.2893499444
PW0177,2019-10-02T18:45:51+02:00,2019-10-02T18:50:16+02:00,265,Mobile,25009199,1958227,Français,48.8570974891,2.3704796611
PW0147,2019-10-02T18:46:04+02:00,2019-10-02T19:23:14+02:00,2230,Mobile,101381044,7017758,Français,48.8754298708,2.353666773
PW0146,2019-10-02T18:48:34+02:00,2019-10-02T18:52:03+02:00,209,Mobile,6800402,393876,Français,48.8512426095,2.330443623
PW0143,2019-10-02T18:53:09+02:00,2019-10-02T19:26:35+02:00,2006,Ordinateur,24972552,1881268,Français,48.8618194855,2.3476439033
PW0199,2019-10-02T18:54:58+02:00,2019-10-02T19:06:57+02:00,719,Mobile,4426371,758637,Français,48.8342318805,2.3321285183
PW0125,2019-10-02T18:55:33+02:00,2019-10-02T19:49:25+02:00,3232,Mobile,209983865,13378234,Français,48.8273180542,2.341993717
PW0147,2019-10-02T19:05:07+02:00,2019-10-02T20:05:07+02:00,3600,Mobile,7269322,976376,Anglais,48.8754298708,2.353666773
PW0050,2019-10-02T19:05:11+02:00,2019-10-02T19:37:41+02:00,1950,Ordinateur,10911772,1087674,Français,48.853423534,2.3591792373
PW0006,2019-10-02T19:08:32+02:00,2019-10-02T19:25:52+02:00,1040,Mobile,73671819,3800459,Français,48.8844631298,2.3541416014
PW0163,2019-10-02T19:09:49+02:00,2019-10-02T19:26:00+02:00,971,Mobile,14459743,80228450,Anglais,48.8556307839,2.3656584031
PW0136,2019-10-02T19:10:23+02:00,2019-10-02T19:21:03+02:00,640,Ordinateur,13581986,1132945,Anglais,48.8519010105,2.3449482189
PW0030,2019-10-02T19:14:19+02:00,2019-10-02T19:17:20+02:00,181,Mobile,3347155,344155,Français,48.8404878126,2.3925067765
PW0175,2019-10-02T19:17:40+02:00,2019-10-02T19:23:56+02:00,376,Mobile,7870098,7552452,Français,48.8609372147,2.2893499444
PW0117,2019-10-02T19:19:37+02:00,2019-10-02T20:15:48+02:00,3371,Ordinateur,135331976,7748906,Français,48.8497413105,2.2861367437
PW0129,2019-10-02T19:23:44+02:00,2019-10-02T19:52:41+02:00,1737,Mobile,41080506,3070506,Arabe,48.8659615824,2.3928519746
PW0045,2019-10-02T19:29:35+02:00,2019-10-02T20:48:43+02:00,4748,Ordinateur,154678876,17785697,Français,48.8598387687,2.4032269985
PW0009,2019-10-02T19:31:10+02:00,2019-10-02T19:33:48+02:00,158,Mobile,12343927,1178194,Français,48.8901061541,2.3632099736
PW0150,2019-10-02T19:34:13+02:00,2019-10-02T19:37:07+02:00,174,Ordinateur,2145113,494945,Français,48.8523533398,2.3603109745
PW0001,2019-10-02T19:34:33+02:00,2019-10-02T19:54:13+02:00,1180,Mobile,16417424,3185673,Français,48.8927610937,2.3791228395
PW0151-1,2019-10-02T19:36:52+02:00,2019-10-02T20:02:44+02:00,1552,Mobile,46265535,6071745,Anglais,48.87994077,2.3074990761
PW0143,2019-10-02T19:37:43+02:00,2019-10-02T20:58:07+02:00,4824,Mobile,25201998,2029661,Français,48.8618194855,2.3476439033
PW0143,2019-10-02T19:40:01+02:00,2019-10-02T20:56:55+02:00,4614,Mobile,222476993,8717467,Anglais,48.8618194855,2.3476439033
PW0009,2019-10-02T19:40:32+02:00,2019-10-02T20:15:09+02:00,2077,Mobile,57931241,10677367,Anglais,48.8901061541,2.3632099736
PW0147,2019-10-02T19:40:52+02:00,2019-10-02T20:52:10+02:00,4278,Ordinateur,101139244,8699421,Français,48.8754298708,2.353666773
PW0050,2019-10-02T19:43:55+02:00,2019-10-02T21:01:35+02:00,4660,Ordinateur,123508062,5259836,Français,48.853423534,2.3591792373
PW0112,2019-10-02T19:47:45+02:00,2019-10-02T20:56:57+02:00,4152,Mobile,36518719,4160318,Français,48.8614889106,2.3441541095
PW0050,2019-10-02T19:53:03+02:00,2019-10-02T20:45:28+02:00,3145,Ordinateur,4902521,555321,Anglais,48.853423534,2.3591792373
PW0193,2019-10-02T19:54:02+02:00,2019-10-02T20:14:15+02:00,1213,Mobile,3143129,1111474,Français,48.8574278537,2.3470199245
PW0065,2019-10-02T19:56:31+02:00,2019-10-02T20:32:18+02:00,2147,Mobile,221298825,13264068,Français,48.832851161,2.3267672261
PW0143,2019-10-02T19:58:23+02:00,2019-10-02T21:00:56+02:00,3753,Mobile,30816744,3415698,Français,48.8618194855,2.3476439033
PW0154,2019-10-02T20:02:34+02:00,2019-10-02T20:07:05+02:00,271,Tablette,18579649,9571442,Français,48.8480849077,2.3496431076
PW0132,2019-10-02T20:03:13+02:00,2019-10-02T20:05:40+02:00,147,Mobile,1390901,342175,Français,48.8562716079,2.3557569011
PW0112,2019-10-02T20:03:57+02:00,2019-10-02T21:00:54+02:00,3417,Mobile,43096866,3462931,Français,48.8614889106,2.3441541095
PW0130,2019-10-02T20:06:02+02:00,2019-10-02T20:50:50+02:00,2688,Ordinateur,198391009,22405233,Italien,48.8532955464,2.4012127883
PW0165,2019-10-02T20:17:38+02:00,2019-10-02T20:17:58+02:00,20,Mobile,307487,1018839,Anglais,48.8569794103,2.2933390635
PW0156,2019-10-02T20:26:40+02:00,2019-10-02T21:09:38+02:00,2578,Mobile,186451092,25198151,Russe,48.8558319848,2.3508346613
PW0068,2019-10-02T20:27:13+02:00,2019-10-02T20:37:39+02:00,626,Mobile,14777492,74753518,Russe,48.8591243675,2.3841876331
PW0146,2019-10-02T20:34:51+02:00,2019-10-02T21:29:29+02:00,3278,Tablette,43228341,49728823,Anglais,48.8512426095,2.330443623
PW0031,2019-10-02T20:54:20+02:00,2019-10-02T20:59:15+02:00,295,Mobile,1700867,131276,Français,48.8318321726,2.2957560958
PW0182,2019-10-02T21:08:29+02:00,2019-10-02T21:18:02+02:00,573,Mobile,18539153,2849048,Français,48.8827940633,2.3827054256
PW0146,2019-10-02T21:14:13+02:00,2019-10-02T21:20:52+02:00,399,Ordinateur,12755354,1007474,Anglais,48.8512426095,2.330443623
PW0122-2,2019-10-02T21:17:43+02:00,2019-10-02T21:28:52+02:00,669,Mobile,1580920,387544,Français,48.856082874,2.3522618591
PW0146,2019-10-02T21:22:31+02:00,2019-10-02T21:37:08+02:00,877,Ordinateur,111339794,8532272,Français,48.8512426095,2.330443623
PW0093,2019-10-02T21:25:14+02:00,2019-10-02T21:37:17+02:00,723,Mobile,34192781,7996432,Français,48.8987598139,2.3635069351
PW0110,2019-10-02T21:31:54+02:00,2019-10-02T21:47:28+02:00,934,Mobile,37385615,3363031,Français,48.8614694222,2.346303724
PW0189,2019-10-02T21:33:48+02:00,2019-10-02T21:36:48+02:00,180,Mobile,3232513,806306,Allemand,48.8629641751,2.3045246819
PW0149,2019-10-02T21:34:34+02:00,2019-10-02T22:05:44+02:00,1870,Mobile,48480352,29456925,Français,48.8593733254,2.3358223561
PW0169-1,2019-10-02T21:36:43+02:00,2019-10-02T21:37:12+02:00,29,Mobile,3438154,185130,Français,48.8190213359,2.3450952203
PW0165,2019-10-02T21:41:37+02:00,2019-10-02T21:43:25+02:00,108,Mobile,2884686,520344,Anglais,48.8569794103,2.2933390635
PW0165,2019-10-02T21:52:45+02:00,2019-10-02T22:23:38+02:00,1853,Mobile,5821305,465513,Français,48.8569794103,2.2933390635
PW0071,2019-10-02T22:31:00+02:00,2019-10-03T00:02:41+02:00,5501,Mobile,133556567,7055732,Français,48.8714830648,2.3786770353
PW0181,2019-10-02T22:48:27+02:00,2019-10-02T23:29:01+02:00,2434,Mobile,23465010,2477214,Espagnol,48.8566875709,2.3489230003
PW0116,2019-10-02T22:54:37+02:00,2019-10-03T00:54:41+02:00,7204,Mobile,250312110,14098113,Français,48.8772054342,2.3707969197
PW0146,2019-10-02T22:56:20+02:00,2019-10-02T23:13:46+02:00,1046,Tablette,9593676,3709038,Anglais,48.8512426095,2.330443623
PW0055,2019-10-02T22:58:58+02:00,2019-10-02T23:01:40+02:00,162,Mobile,1159016,151598,Français,48.8523121522,2.4105606442
PW0193,2019-10-02T23:02:30+02:00,2019-10-02T23:10:58+02:00,508,Mobile,752478,7092355,Anglais,48.8574278537,2.3470199245
PW0190,2019-10-02T23:16:59+02:00,2019-10-02T23:21:46+02:00,287,Mobile,31082926,1723040,Russe,48.8611484589,2.325065434
PW0165,2019-10-02T23:29:19+02:00,2019-10-02T23:51:19+02:00,1320,Mobile,805099,134930,Français,48.8569794103,2.2933390635
PW0122-1,2019-10-02T23:41:12+02:00,2019-10-02T23:52:09+02:00,657,Mobile,29399726,23289578,Espagnol,48.856389683,2.352388267
PW0175,2019-10-03T00:05:14+02:00,2019-10-03T00:40:13+02:00,2099,Mobile,30078416,8493751,Anglais,48.8609372147,2.2893499444
PW0175,2019-10-03T00:48:19+02:00,2019-10-03T00:52:10+02:00,231,Mobile,8504031,4601458,Espagnol,48.8609372147,2.2893499444
PW0103,2019-10-03T09:00:57+02:00,2019-10-03T09:20:16+02:00,1159,Mobile,75437986,4658693,Français,48.8202371888,2.3681251513
PW0180,2019-10-03T09:15:21+02:00,2019-10-03T10:29:38+02:00,4457,Mobile,112674558,6649231,Français,48.8230435797,2.3487751246
PW0175,2019-10-03T10:39:58+02:00,2019-10-03T10:49:34+02:00,576,Mobile,2958528,745106,Russe,48.8609372147,2.2893499444
PW0028,2019-10-03T10:47:22+02:00,2019-10-03T10:55:06+02:00,464,Mobile,29110426,2233970,Français,48.8817841102,2.368720067
PW0170-1,2019-10-03T11:00:38+02:00,2019-10-03T11:32:55+02:00,1937,Mobile,20485755,3456489,Anglais,48.8858336546,2.3650478296
PW0132,2019-10-03T11:08:14+02:00,2019-10-03T13:08:38+02:00,7224,Mobile,97426358,7354559,Français,48.8562716079,2.3557569011
PW0170,2019-10-03T11:44:16+02:00,2019-10-03T13:04:29+02:00,4813,Mobile,82437296,5865929,Français,48.8864505694,2.3654757972
PW0089,2019-10-03T11:47:10+02:00,2019-10-03T12:02:49+02:00,939,Mobile,1761873,258330,Français,48.8994866387,2.3420540981
PW0069,2019-10-03T12:07:29+02:00,2019-10-03T12:35:09+02:00,1660,Mobile,78822824,10131498,Français,48.8322068,2.3474197664
PW0068,2019-10-03T12:08:16+02:00,2019-10-03T12:19:58+02:00,702,Mobile,14131876,974461,Anglais,48.8591243675,2.3841876331
PW0182,2019-10-03T12:13:15+02:00,2019-10-03T13:02:00+02:00,2925,Mobile,46169482,5219121,Anglais,48.8827940633,2.3827054256
PW0153,2019-10-03T12:36:10+02:00,2019-10-03T13:29:07+02:00,3177,Mobile,22293534,4066461,Français,48.8580407243,2.3492201015
PW0070,2019-10-03T12:44:55+02:00,2019-10-03T12:49:09+02:00,254,Mobile,10585429,559951,Français,48.8562219571,2.3673918201
PW0191,2019-10-03T12:48:32+02:00,2019-10-03T12:57:25+02:00,533,Mobile,8325071,612956,Chinois simplifié,48.8547105055,2.353240934
PW0165,2019-10-03T12:58:36+02:00,2019-10-03T13:03:57+02:00,321,Mobile,27970173,12063471,Russe,48.8569794103,2.2933390635
PW0070,2019-10-03T12:59:56+02:00,2019-10-03T13:23:17+02:00,1401,Mobile,3091984,407477,Français,48.8562219571,2.3673918201
PW0136,2019-10-03T13:02:17+02:00,2019-10-03T14:52:33+02:00,6616,Ordinateur,30782500,6670547,Français,48.8519010105,2.3449482189
PW0163,2019-10-03T13:09:29+02:00,2019-10-03T13:21:14+02:00,705,Mobile,8850023,1269328,Anglais,48.8556307839,2.3656584031
PW0164,2019-10-03T13:13:21+02:00,2019-10-03T13:31:09+02:00,1068,Mobile,46796801,3520684,Français,48.8744988283,2.3619049385
PW0144,2019-10-03T13:15:51+02:00,2019-10-03T13:40:29+02:00,1478,Ordinateur,203074290,8828957,Anglais,48.8794445126,2.3125231
PW0063,2019-10-03T13:18:57+02:00,2019-10-03T13:23:05+02:00,248,Mobile,1987288,481807,Anglais,48.8321552307,2.3268845369
PW0130,2019-10-03T13:19:03+02:00,2019-10-03T14:05:07+02:00,2764,Mobile,62169057,4121861,Espagnol,48.8532955464,2.4012127883
PW0097,2019-10-03T13:26:19+02:00,2019-10-03T14:35:06+02:00,4127,Mobile,5598323,1047177,Français,48.8754539407,2.3552484282
PW0161,2019-10-03T13:31:16+02:00,2019-10-03T13:34:37+02:00,201,Mobile,7034617,597809,Anglais,48.8581897423,2.312894264
PW0175,2019-10-03T13:38:10+02:00,2019-10-03T13:59:26+02:00,1276,Mobile,3423345,18711795,Allemand,48.8609372147,2.2893499444
PW0136,2019-10-03T13:39:33+02:00,2019-10-03T14:40:01+02:00,3628,Ordinateur,14362898,1693852,Anglais,48.8780382168,2.4058081249
PW0144,2019-10-03T13:39:50+02:00,2019-10-03T14:30:59+02:00,3069,Mobile,31254589,4393626,Français,48.8794445126,2.3125231
PW0129,2019-10-03T13:43:03+02:00,2019-10-03T14:04:53+02:00,1310,Mobile,813721,142870,Français,48.8659615824,2.3928519746
PW0069,2019-10-03T13:54:24+02:00,2019-10-03T14:21:52+02:00,1648,Mobile,31312078,3707857,Français,48.8322068,2.3474197664
PW0127,2019-10-03T13:59:08+02:00,2019-10-03T14:28:48+02:00,1780,Mobile,6097792,398599,Français,48.8600835266,2.3410644762
PW0144,2019-10-03T14:03:44+02:00,2019-10-03T14:14:08+02:00,624,Mobile,1386751,244186,Français,48.8492339972,2.4120981583
PW0181,2019-10-03T14:06:18+02:00,2019-10-03T14:08:40+02:00,142,Mobile,8093873,1602435,Anglais,48.8566875709,2.3489230003
PW0112,2019-10-03T14:07:03+02:00,2019-10-03T16:07:21+02:00,7218,Ordinateur,177878238,15280031,Français,48.8614889106,2.3441541095
PW0182,2019-10-03T14:30:28+02:00,2019-10-03T14:42:35+02:00,727,Mobile,108215,61823,Anglais,48.8827940633,2.3827054256
PW0050,2019-10-03T14:35:56+02:00,2019-10-03T16:36:49+02:00,7253,Ordinateur,532387679,22236144,Français,48.853423534,2.3591792373
PW0123,2019-10-03T14:45:38+02:00,2019-10-03T14:54:44+02:00,546,Mobile,32343648,2349632,Anglais,48.8563193139,2.3517550767
PW0060,2019-10-03T14:47:24+02:00,2019-10-03T15:38:41+02:00,3077,Mobile,91653099,10085894,Français,48.8733902739,2.3404520564
PW0108,2019-10-03T14:52:30+02:00,2019-10-03T14:58:32+02:00,362,Mobile,2245362,2575045,Français,48.8354989458,2.2557606933
PW0156,2019-10-03T14:53:19+02:00,2019-10-03T15:05:46+02:00,747,Mobile,25690577,35763577,Anglais,48.8558319848,2.3508346613
PW0070,2019-10-03T14:57:29+02:00,2019-10-03T15:27:48+02:00,1819,Mobile,47215091,27462008,Français,48.8562219571,2.3673918201
PW0122-5,2019-10-03T15:05:13+02:00,2019-10-03T17:05:22+02:00,7209,Ordinateur,120880268,50074545,Français,48.8568665354,2.3531718233
PW0163,2019-10-03T15:06:49+02:00,2019-10-03T15:23:39+02:00,1010,Mobile,26165475,2881217,Anglais,48.8556307839,2.3656584031
PW0109,2019-10-03T15:09:33+02:00,2019-10-03T17:10:28+02:00,7255,Ordinateur,99435283,11915830,Français,48.8811113359,2.3323455598
PW0163,2019-10-03T15:18:03+02:00,2019-10-03T15:36:01+02:00,1078,Mobile,10165951,54306337,Espagnol,48.8556307839,2.3656584031
PW0143,2019-10-03T15:18:43+02:00,2019-10-03T15:43:52+02:00,1509,Mobile,47597350,3977074,Français,48.8618194855,2.3476439033
PW0143,2019-10-03T15:21:20+02:00,2019-10-03T15:26:59+02:00,339,Mobile,736319,54206,Espagnol,48.8618194855,2.3476439033
PW0181,2019-10-03T15:25:19+02:00,2019-10-03T15:26:53+02:00,94,Mobile,4051982,811201,Anglais,48.8566875709,2.3489230003
PW0168,2019-10-03T15:20:04+02:00,2019-10-03T15:48:32+02:00,1708,Mobile,49466377,8097371,Anglais,48.8716051488,2.3849247505
PW0196,2019-10-03T15:25:36+02:00,2019-10-03T15:39:08+02:00,812,Ordinateur,17800015,1597153,Français,48.8652873059,2.317839769
PW0044,2019-10-03T15:25:59+02:00,2019-10-03T16:05:41+02:00,2382,Mobile,7761460,2055836,Chinois simplifié,48.8637689236,2.3598462566
PW0069,2019-10-03T15:27:14+02:00,2019-10-03T15:51:22+02:00,1448,Mobile,67698613,5576762,Français,48.8322068,2.3474197664
PW0202,2019-10-03T15:27:29+02:00,2019-10-03T15:49:08+02:00,1299,Mobile,13793778,859699,Français,48.8553935976,2.2807177166
PW0142,2019-10-03T15:27:41+02:00,2019-10-03T17:27:48+02:00,7207,Ordinateur,112161266,15733549,Français,48.8779672649,2.3450215123
PW0199,2019-10-03T15:27:50+02:00,2019-10-03T15:36:06+02:00,496,Mobile,30578163,3389928,Espagnol,48.8342318805,2.3321285183
PW0125,2019-10-03T15:32:30+02:00,2019-10-03T17:32:55+02:00,7225,Mobile,115179746,128782463,Français,48.8273180542,2.341993717
PW0006,2019-10-03T15:34:14+02:00,2019-10-03T17:34:58+02:00,7244,Ordinateur,167565733,15334372,Français,48.8844631298,2.3541416014
PW0163,2019-10-03T15:38:34+02:00,2019-10-03T15:40:25+02:00,111,Mobile,1009873,669502,Anglais,48.8556307839,2.3656584031
PW0143,2019-10-03T15:37:45+02:00,2019-10-03T15:47:36+02:00,591,Mobile,3983270,1700646,Français,48.8618194855,2.3476439033
PW0050,2019-10-03T15:40:11+02:00,2019-10-03T16:23:54+02:00,2623,Mobile,50885092,313965712,Français,48.853423534,2.3591792373
PW0045,2019-10-03T15:42:08+02:00,2019-10-03T16:49:08+02:00,4020,Tablette,369581472,13311354,Français,48.8598387687,2.4032269985
PW0117,2019-10-03T15:43:03+02:00,2019-10-03T17:04:12+02:00,4869,Ordinateur,132032954,7215711,Français,48.8497413105,2.2861367437
PW0190,2019-10-03T15:44:17+02:00,2019-10-03T15:48:53+02:00,276,Mobile,7022711,998298,Espagnol,48.8611484589,2.325065434
PW0044,2019-10-03T15:46:40+02:00,2019-10-03T15:59:11+02:00,751,Ordinateur,13115841,519062,Français,48.8637689236,2.3598462566
PW0163,2019-10-03T15:48:41+02:00,2019-10-03T16:07:57+02:00,1156,Mobile,46254661,3381778,Anglais,48.8556307839,2.3656584031
PW0113,2019-10-03T15:51:48+02:00,2019-10-03T16:33:04+02:00,2476,Tablette,140456838,85649227,Français,48.8618363826,2.2842707912
PW0211,2019-10-03T15:56:43+02:00,2019-10-03T16:12:07+02:00,924,Mobile,28534392,3135139,Français,48.8647101823,2.2969973367
PW0129,2019-10-03T15:58:35+02:00,2019-10-03T17:35:48+02:00,5833,Ordinateur,151353904,18326491,Français,48.8659615824,2.3928519746
PW0130,2019-10-03T16:01:48+02:00,2019-10-03T17:00:28+02:00,3520,Ordinateur,7039461,1500152,Français,48.8532955464,2.4012127883
PW0051,2019-10-03T16:04:04+02:00,2019-10-03T17:05:39+02:00,3695,Ordinateur,8512758,839758,Français,48.8425411215,2.3974768897
PW0190,2019-10-03T16:07:07+02:00,2019-10-03T16:21:11+02:00,844,Mobile,6387107,764447,Espagnol,48.8611484589,2.325065434
PW0112,2019-10-03T16:08:22+02:00,2019-10-03T18:08:40+02:00,7218,Ordinateur,77960726,16793366,Français,48.8614889106,2.3441541095
PW0115,2019-10-03T16:08:37+02:00,2019-10-03T18:08:40+02:00,7203,Ordinateur,428747616,17458031,Français,48.8393069888,2.3387816735
PW0122-1,2019-10-03T16:12:09+02:00,2019-10-03T17:19:25+02:00,4036,Mobile,129124684,6419767,Français,48.856389683,2.352388267
PW0045,2019-10-03T16:12:26+02:00,2019-10-03T18:12:44+02:00,7218,Mobile,154620827,9803388,Français,48.8598387687,2.4032269985
PW0193,2019-10-11T20:19:27+02:00,2019-10-11T20:22:52+02:00,205,Mobile,14162461,1871044,Allemand,48.8574278537,2.3470199245
PW0055,2019-10-11T20:22:47+02:00,2019-10-11T20:33:28+02:00,641,Mobile,10381608,897328,Français,48.8523121522,2.4105606442
PW0057,2019-10-11T20:25:23+02:00,2019-10-11T20:46:02+02:00,1239,Mobile,45421394,3194676,Français,48.8705904639,2.3842377501
PW0051,2019-10-11T20:29:00+02:00,2019-10-11T20:46:10+02:00,1030,Ordinateur,60546093,3113503,Chinois simplifié,48.8425411215,2.3974768897
PW0149,2019-10-11T20:36:15+02:00,2019-10-11T21:45:10+02:00,4135,Mobile,104364666,8252950,Allemand,48.8593733254,2.3358223561
PW0163,2019-10-11T20:37:13+02:00,2019-10-11T21:13:03+02:00,2150,Mobile,43257874,4661672,Français,48.8556307839,2.3656584031
PW0175,2019-10-11T20:38:58+02:00,2019-10-11T21:18:25+02:00,2367,Mobile,119005390,38368640,Russe,48.8609372147,2.2893499444
PW0191,2019-10-11T20:48:22+02:00,2019-10-11T20:49:03+02:00,41,Mobile,702609,120154,Russe,48.8547105055,2.353240934
PW0062,2019-10-11T20:59:50+02:00,2019-10-11T21:20:05+02:00,1215,Mobile,33057534,2654772,Français,48.827750994,2.3595956139
PW0181,2019-10-11T20:59:50+02:00,2019-10-11T21:12:16+02:00,746,Mobile,9548489,886852,Anglais,48.8566875709,2.3489230003
PW0167,2019-10-11T21:14:18+02:00,2019-10-11T21:18:32+02:00,254,Mobile,25817297,1586604,Français,48.8852754048,2.3763541911
PW0021,2019-10-11T21:15:00+02:00,2019-10-11T21:25:57+02:00,657,Mobile,13485487,9496776,Anglais,48.846191709,2.3445808787
PW0094,2019-10-11T21:19:51+02:00,2019-10-11T21:21:49+02:00,118,Mobile,3441859,362503,Français,48.8271609094,2.336263839
PW0193,2019-10-11T21:31:32+02:00,2019-10-11T21:36:28+02:00,296,Mobile,9870583,3020966,Français,48.8574278537,2.3470199245
PW0110,2019-10-11T21:36:05+02:00,2019-10-11T21:42:22+02:00,377,Mobile,18950962,1615219,Anglais,48.8614694222,2.346303724
PW0123,2019-10-11T21:43:28+02:00,2019-10-11T21:44:18+02:00,50,Mobile,4493454,453750,Espagnol,48.8563193139,2.3517550767
PW0122-3,2019-10-11T21:52:18+02:00,2019-10-11T22:18:37+02:00,1579,Mobile,32982322,2535568,Espagnol,48.8560260905,2.3526857859
PW0123-1,2019-10-11T21:55:00+02:00,2019-10-11T22:29:47+02:00,2087,Mobile,42432067,3827218,Allemand,48.8570518501,2.3523517242
PW0110,2019-10-11T21:57:01+02:00,2019-10-11T22:00:01+02:00,180,Mobile,1493689,359760,Anglais,48.8614694222,2.346303724
PW0143,2019-10-11T22:04:04+02:00,2019-10-11T23:52:08+02:00,6484,Mobile,159745797,12210488,Anglais,48.8618194855,2.3476439033
PW0110,2019-10-11T22:04:59+02:00,2019-10-11T22:16:09+02:00,670,Mobile,76998585,6686094,Français,48.8614694222,2.346303724
PW0211,2019-10-11T22:11:25+02:00,2019-10-11T22:44:52+02:00,2007,Mobile,20152818,3356414,Anglais,48.8647101823,2.2969973367
PW0021,2019-10-11T22:20:34+02:00,2019-10-12T00:21:12+02:00,7238,Mobile,61067458,5062465,Français,48.846191709,2.3445808787
PW0121,2019-10-11T22:29:07+02:00,2019-10-11T22:36:54+02:00,467,Mobile,26141064,2135804,Anglais,48.8582613252,2.3583923572
PW0167,2019-10-11T22:42:10+02:00,2019-10-12T00:42:16+02:00,7206,Mobile,27341717,6611822,Français,48.8852754048,2.3763541911
